Nome Cidade,UF,Latitude,Longitude,DDD,Fuso
Cristais,MG,-20.8733,-45.5167,35,America/Sao_Paulo
Cristais Paulista,SP,-20.4036,-47.4209,16,America/Sao_Paulo
Cristal,RS,-31.0046,-52.0436,51,America/Sao_Paulo
Cristal do Sul,RS,-27.452,-53.2422,55,America/Sao_Paulo
Cristalândia,TO,-10.5985,-49.1942,63,America/Sao_Paulo
Cristalândia do Piauí,PI,-10.6443,-45.1893,89,America/Sao_Paulo
Cristália,MG,-16.716,-42.8571,38,America/Sao_Paulo
Cristalina,GO,-16.7676,-47.6131,61,America/Sao_Paulo
Cristiano Otoni,MG,-20.8324,-43.8166,31,America/Sao_Paulo
Cristianópolis,GO,-17.1987,-48.7034,64,America/Sao_Paulo
Cristina,MG,-22.208,-45.2673,35,America/Sao_Paulo
Cristinápolis,SE,-11.4668,-37.7585,79,America/Sao_Paulo
Cristino Castro,PI,-8.82273,-44.223,89,America/Sao_Paulo
Cristópolis,BA,-12.2249,-44.4214,77,America/Sao_Paulo
Crixás,GO,-14.5412,-49.974,62,America/Sao_Paulo
Crixás do Tocantins,TO,-11.0994,-48.9152,63,America/Sao_Paulo
Croatá,CE,-4.40481,-40.9022,88,America/Sao_Paulo
Cromínia,GO,-17.2883,-49.3798,64,America/Sao_Paulo
Crucilândia,MG,-20.3923,-44.3334,31,America/Sao_Paulo
Cruz,CE,-2.91813,-40.176,88,America/Sao_Paulo
Cruz Alta,RS,-28.645,-53.6048,55,America/Sao_Paulo
Cruz das Almas,BA,-12.6675,-39.1008,75,America/Sao_Paulo
Cruz do Espírito Santo,PB,-7.13902,-35.0857,83,America/Sao_Paulo
Cruz Machado,PR,-26.0166,-51.343,42,America/Sao_Paulo
Cruzália,SP,-22.7373,-50.7909,18,America/Sao_Paulo
Cruzaltense,RS,-27.6672,-52.6522,54,America/Sao_Paulo
Cruzeiro,SP,-22.5728,-44.969,12,America/Sao_Paulo
Cruzeiro da Fortaleza,MG,-18.944,-46.6669,34,America/Sao_Paulo
Cruzeiro do Iguaçu,PR,-25.6192,-53.1285,46,America/Sao_Paulo
Cruzeiro do Oeste,PR,-23.7799,-53.0774,44,America/Sao_Paulo
Cruzeiro do Sul,PR,-22.9624,-52.1622,44,America/Sao_Paulo
Cruzeiro do Sul,RS,-29.5148,-51.9928,51,America/Sao_Paulo
Cruzeiro do Sul,AC,-7.62762,-72.6756,68,America/Rio_Branco
Cruzeta,RN,-6.40894,-36.7782,84,America/Sao_Paulo
Cruzília,MG,-21.84,-44.8067,35,America/Sao_Paulo
Cruzmaltina,PR,-24.0132,-51.4563,43,America/Sao_Paulo
Cubatão,SP,-23.8911,-46.424,13,America/Sao_Paulo
Cubati,PB,-6.86686,-36.3619,83,America/Sao_Paulo
Cuiabá,MT,-15.601,-56.0974,65,America/Porto_Velho
Cuité,PB,-6.47647,-36.1515,83,America/Sao_Paulo
Cuité de Mamanguape,PB,-6.91292,-35.2502,83,America/Sao_Paulo
Cuitegi,PB,-6.89058,-35.5215,83,America/Sao_Paulo
Cujubim,RO,-9.36065,-62.5846,69,America/Porto_Velho
Cumari,GO,-18.2644,-48.1511,64,America/Sao_Paulo
Cumaru,PE,-8.00827,-35.6957,81,America/Sao_Paulo
Cumaru do Norte,PA,-7.81097,-50.7698,94,America/Sao_Paulo
Cumbe,SE,-10.352,-37.1846,79,America/Sao_Paulo
Cunha,SP,-23.0731,-44.9576,12,America/Sao_Paulo
Cunha Porã,SC,-26.895,-53.1662,49,America/Sao_Paulo
Cunhataí,SC,-26.9709,-53.0895,49,America/Sao_Paulo
Cuparaque,MG,-18.9648,-41.0986,33,America/Sao_Paulo
Cupira,PE,-8.62432,-35.9518,81,America/Sao_Paulo
Curaçá,BA,-8.98458,-39.8997,74,America/Sao_Paulo
Curimatá,PI,-10.0326,-44.3002,89,America/Sao_Paulo
Curionópolis,PA,-6.09965,-49.6068,94,America/Sao_Paulo
Curitiba,PR,-25.4195,-49.2646,41,America/Sao_Paulo
Curitibanos,SC,-27.2824,-50.5816,49,America/Sao_Paulo
Curiúva,PR,-24.0362,-50.4576,43,America/Sao_Paulo
Currais,PI,-9.01175,-44.4062,89,America/Sao_Paulo
Currais Novos,RN,-6.25484,-36.5146,84,America/Sao_Paulo
Curral de Cima,PB,-6.72325,-35.2639,83,America/Sao_Paulo
Curral de Dentro,MG,-15.9327,-41.8557,33,America/Sao_Paulo
Curral Novo do Piauí,PI,-7.8313,-40.8957,89,America/Sao_Paulo
Curral Velho,PB,-7.53075,-38.1962,83,America/Sao_Paulo
Curralinho,PA,-1.81179,-49.7952,91,America/Sao_Paulo
Curralinhos,PI,-5.60825,-42.8376,86,America/Sao_Paulo
Curuá,PA,-1.88775,-55.1168,93,America/Sao_Paulo
Curuçá,PA,-0.733214,-47.8515,91,America/Sao_Paulo
Cururupu,MA,-1.81475,-44.8644,98,America/Sao_Paulo
Curvelândia,MT,-15.6084,-57.9133,65,America/Porto_Velho
Curvelo,MG,-18.7527,-44.4303,38,America/Sao_Paulo
Custódia,PE,-8.08546,-37.6443,87,America/Sao_Paulo
Cutias,AP,0.970761,-50.8005,96,America/Sao_Paulo
Damianópolis,GO,-14.5604,-46.178,62,America/Sao_Paulo
Damião,PB,-6.63161,-35.9101,83,America/Sao_Paulo
Damolândia,GO,-16.2544,-49.3631,62,America/Sao_Paulo
Darcinópolis,TO,-6.71591,-47.7597,63,America/Sao_Paulo
Dário Meira,BA,-14.4229,-39.9031,73,America/Sao_Paulo
Datas,MG,-18.4478,-43.6591,38,America/Sao_Paulo
David Canabarro,RS,-28.3849,-51.8482,54,America/Sao_Paulo
Davinópolis,MA,-5.54637,-47.4217,99,America/Sao_Paulo
Davinópolis,GO,-18.1501,-47.5568,64,America/Sao_Paulo
Delfim Moreira,MG,-22.5036,-45.2792,35,America/Sao_Paulo
Delfinópolis,MG,-20.3468,-46.8456,35,America/Sao_Paulo
Delmiro Gouveia,AL,-9.38534,-37.9987,82,America/Sao_Paulo
Delta,MG,-19.9721,-47.7841,34,America/Sao_Paulo
Demerval Lobão,PI,-5.35875,-42.6776,86,America/Sao_Paulo
Denise,MT,-14.7324,-57.0583,65,America/Porto_Velho
Deodápolis,MS,-22.2763,-54.1682,67,America/Porto_Velho
Deputado Irapuan Pinheiro,CE,-5.91485,-39.257,88,America/Sao_Paulo
Derrubadas,RS,-27.2642,-53.8645,55,America/Sao_Paulo
Descalvado,SP,-21.9002,-47.6181,19,America/Sao_Paulo
Descanso,SC,-26.827,-53.5034,49,America/Sao_Paulo
Descoberto,MG,-21.46,-42.9618,32,America/Sao_Paulo
Desterro,PB,-7.287,-37.0925,83,America/Sao_Paulo
Desterro de Entre Rios,MG,-20.665,-44.3334,31,America/Sao_Paulo
Desterro do Melo,MG,-21.143,-43.5178,32,America/Sao_Paulo
Dezesseis de Novembro,RS,-28.219,-55.0617,55,America/Sao_Paulo
Diadema,SP,-23.6813,-46.6205,11,America/Sao_Paulo
Diamante,PB,-7.41738,-38.2615,83,America/Sao_Paulo
Diamante D'Oeste,PR,-24.9419,-54.1052,45,America/Sao_Paulo
Diamante do Norte,PR,-22.655,-52.8617,44,America/Sao_Paulo
Diamante do Sul,PR,-25.035,-52.6768,45,America/Sao_Paulo
Diamantina,MG,-18.2413,-43.6031,38,America/Sao_Paulo
Diamantino,MT,-14.4037,-56.4366,65,America/Porto_Velho
Dianópolis,TO,-11.624,-46.8198,63,America/Sao_Paulo
Dias d'Ávila,BA,-12.6187,-38.2926,71,America/Sao_Paulo
Dilermando de Aguiar,RS,-29.7054,-54.2122,55,America/Sao_Paulo
Diogo de Vasconcelos,MG,-20.4879,-43.1953,31,America/Sao_Paulo
Dionísio,MG,-19.8433,-42.7701,31,America/Sao_Paulo
Dionísio Cerqueira,SC,-26.2648,-53.6351,49,America/Sao_Paulo
Diorama,GO,-16.2329,-51.2543,64,America/Sao_Paulo
Dirce Reis,SP,-20.4642,-50.6073,17,America/Sao_Paulo
Dirceu Arcoverde,PI,-9.33939,-42.4348,89,America/Sao_Paulo
Divina Pastora,SE,-10.6782,-37.1506,79,America/Sao_Paulo
Divinésia,MG,-20.9917,-43.0003,32,America/Sao_Paulo
Divino,MG,-20.6134,-42.1438,32,America/Sao_Paulo
Divino das Laranjeiras,MG,-18.7755,-41.4781,33,America/Sao_Paulo
Divino de São Lourenço,ES,-20.6229,-41.6937,28,America/Sao_Paulo
Divinolândia,SP,-21.6637,-46.7361,19,America/Sao_Paulo
Divinolândia de Minas,MG,-18.8004,-42.6103,33,America/Sao_Paulo
Divinópolis,MG,-20.1446,-44.8912,37,America/Sao_Paulo
Divinópolis de Goiás,GO,-13.2853,-46.3999,62,America/Sao_Paulo
Divinópolis do Tocantins,TO,-9.80018,-49.2169,63,America/Sao_Paulo
Divisa Alegre,MG,-15.7221,-41.3463,33,America/Sao_Paulo
Divisa Nova,MG,-21.5092,-46.1904,35,America/Sao_Paulo
Divisópolis,MG,-15.7254,-40.9997,33,America/Sao_Paulo
Dobrada,SP,-21.5155,-48.3935,16,America/Sao_Paulo
Dois Córregos,SP,-22.3673,-48.3819,14,America/Sao_Paulo
Dois Irmãos,RS,-29.5836,-51.0898,51,America/Sao_Paulo
Dois Irmãos das Missões,RS,-27.6621,-53.5304,55,America/Sao_Paulo
Dois Irmãos do Buriti,MS,-20.6848,-55.2915,67,America/Porto_Velho
Dois Irmãos do Tocantins,TO,-9.25534,-49.0638,63,America/Sao_Paulo
Dois Lajeados,RS,-28.983,-51.8396,54,America/Sao_Paulo
Dois Riachos,AL,-9.38465,-37.0965,82,America/Sao_Paulo
Dois Vizinhos,PR,-25.7407,-53.057,46,America/Sao_Paulo
Dolcinópolis,SP,-20.124,-50.5149,17,America/Sao_Paulo
Dom Aquino,MT,-15.8099,-54.9223,66,America/Porto_Velho
Dom Basílio,BA,-13.7565,-41.7677,77,America/Sao_Paulo
Dom Bosco,MG,-16.652,-46.2597,38,America/Sao_Paulo
Dom Cavati,MG,-19.3735,-42.1121,33,America/Sao_Paulo
Dom Eliseu,PA,-4.19944,-47.8245,94,America/Sao_Paulo
Dom Expedito Lopes,PI,-6.95332,-41.6396,89,America/Sao_Paulo
Dom Feliciano,RS,-30.7004,-52.1026,51,America/Sao_Paulo
Dom Inocêncio,PI,-9.00516,-41.9697,89,America/Sao_Paulo
Dom Joaquim,MG,-18.961,-43.2544,31,America/Sao_Paulo
Dom Macedo Costa,BA,-12.9016,-39.1923,75,America/Sao_Paulo
Dom Pedrito,RS,-30.9756,-54.6694,53,America/Sao_Paulo
Dom Pedro,MA,-5.03518,-44.4409,99,America/Sao_Paulo
Dom Pedro de Alcântara,RS,-29.3639,-49.853,51,America/Sao_Paulo
Dom Silvério,MG,-20.1627,-42.9627,31,America/Sao_Paulo
Dom Viçoso,MG,-22.2511,-45.1643,35,America/Sao_Paulo
Domingos Martins,ES,-20.3603,-40.6594,27,America/Sao_Paulo
Domingos Mourão,PI,-4.2495,-41.2683,86,America/Sao_Paulo
Dona Emma,SC,-26.981,-49.7261,47,America/Sao_Paulo
Dona Eusébia,MG,-21.319,-42.807,32,America/Sao_Paulo
Dona Francisca,RS,-29.6195,-53.3617,55,America/Sao_Paulo
Dona Inês,PB,-6.61566,-35.6205,83,America/Sao_Paulo
Dores de Campos,MG,-21.1139,-44.0207,32,America/Sao_Paulo
Dores de Guanhães,MG,-19.0516,-42.9254,33,America/Sao_Paulo
Dores do Indaiá,MG,-19.4628,-45.5927,37,America/Sao_Paulo
Dores do Rio Preto,ES,-20.6931,-41.8405,28,America/Sao_Paulo
Dores do Turvo,MG,-20.9785,-43.1834,32,America/Sao_Paulo
Doresópolis,MG,-20.2868,-45.9007,37,America/Sao_Paulo
Dormentes,PE,-8.44116,-40.7662,87,America/Sao_Paulo
Douradina,MS,-22.0405,-54.6158,67,America/Porto_Velho
Douradina,PR,-23.3807,-53.2918,44,America/Sao_Paulo
Dourado,SP,-22.1044,-48.3178,16,America/Sao_Paulo
Douradoquara,MG,-18.4338,-47.5993,34,America/Sao_Paulo
Dourados,MS,-22.2231,-54.812,67,America/Porto_Velho
Doutor Camargo,PR,-23.5582,-52.2178,44,America/Sao_Paulo
Doutor Maurício Cardoso,RS,-27.5103,-54.3577,55,America/Sao_Paulo
Doutor Pedrinho,SC,-26.7174,-49.4795,47,America/Sao_Paulo
Doutor Ricardo,RS,-29.084,-51.9972,51,America/Sao_Paulo
Doutor Severiano,RN,-6.08082,-38.3794,84,America/Sao_Paulo
Doutor Ulysses,PR,-24.5665,-49.4219,41,America/Sao_Paulo
Doverlândia,GO,-16.7188,-52.3189,64,America/Sao_Paulo
Dracena,SP,-21.4843,-51.535,18,America/Sao_Paulo
Duartina,SP,-22.4146,-49.4084,14,America/Sao_Paulo
Duas Barras,RJ,-22.0536,-42.5232,22,America/Sao_Paulo
Duas Estradas,PB,-6.68499,-35.418,83,America/Sao_Paulo
Dueré,TO,-11.3416,-49.2716,63,America/Sao_Paulo
Dumont,SP,-21.2324,-47.9756,16,America/Sao_Paulo
Duque Bacelar,MA,-4.15002,-42.9477,98,America/Sao_Paulo
Duque de Caxias,RJ,-22.7858,-43.3049,21,America/Sao_Paulo
Durandé,MG,-20.2058,-41.7977,33,America/Sao_Paulo
Echaporã,SP,-22.4326,-50.2038,18,America/Sao_Paulo
Ecoporanga,ES,-18.3702,-40.836,27,America/Sao_Paulo
Edealina,GO,-17.4239,-49.6644,64,America/Sao_Paulo
Edéia,GO,-17.3406,-49.9295,64,America/Sao_Paulo
Eirunepé,AM,-6.65677,-69.8662,97,America/Rio_Branco
Eldorado,MS,-23.7868,-54.2838,67,America/Porto_Velho
Eldorado,SP,-24.5281,-48.1141,13,America/Sao_Paulo
Eldorado do Carajás,PA,-6.10389,-49.3553,94,America/Sao_Paulo
Eldorado do Sul,RS,-30.0847,-51.6187,51,America/Sao_Paulo
Elesbão Veloso,PI,-6.19947,-42.1355,86,America/Sao_Paulo
Elias Fausto,SP,-23.0428,-47.3682,19,America/Sao_Paulo
Eliseu Martins,PI,-8.09629,-43.6705,89,America/Sao_Paulo
Elisiário,SP,-21.1678,-49.1146,17,America/Sao_Paulo
Elísio Medrado,BA,-12.9417,-39.5191,75,America/Sao_Paulo
Elói Mendes,MG,-21.6088,-45.5691,35,America/Sao_Paulo
Emas,PB,-7.09964,-37.7163,83,America/Sao_Paulo
Embaúba,SP,-20.9796,-48.8325,17,America/Sao_Paulo
Embu das Artes,SP,-23.6437,-46.8579,11,America/Sao_Paulo
Embu-Guaçu,SP,-23.8297,-46.8136,11,America/Sao_Paulo
Emilianópolis,SP,-21.8314,-51.4832,18,America/Sao_Paulo
Encantado,RS,-29.2351,-51.8703,51,America/Sao_Paulo
Encanto,RN,-6.10691,-38.3033,84,America/Sao_Paulo
Encruzilhada,BA,-15.5302,-40.9124,77,America/Sao_Paulo
Encruzilhada do Sul,RS,-30.543,-52.5204,51,America/Sao_Paulo
Enéas Marques,PR,-25.9445,-53.1659,46,America/Sao_Paulo
Engenheiro Beltrão,PR,-23.797,-52.2659,44,America/Sao_Paulo
Engenheiro Caldas,MG,-19.2065,-42.0503,33,America/Sao_Paulo
Engenheiro Coelho,SP,-22.4836,-47.211,19,America/Sao_Paulo
Engenheiro Navarro,MG,-17.2831,-43.947,38,America/Sao_Paulo
Engenheiro Paulo de Frontin,RJ,-22.5498,-43.6827,24,America/Sao_Paulo
Engenho Velho,RS,-27.706,-52.9145,54,America/Sao_Paulo
Entre Folhas,MG,-19.6218,-42.2306,33,America/Sao_Paulo
Entre Rios,BA,-11.9392,-38.0871,75,America/Sao_Paulo
Entre Rios,SC,-26.7225,-52.5585,49,America/Sao_Paulo
Entre Rios de Minas,MG,-20.6706,-44.0654,31,America/Sao_Paulo
Entre Rios do Oeste,PR,-24.7042,-54.2385,45,America/Sao_Paulo
Entre Rios do Sul,RS,-27.5298,-52.7347,54,America/Sao_Paulo
Entre-Ijuís,RS,-28.3686,-54.2686,55,America/Sao_Paulo
Envira,AM,-7.43789,-70.0281,97,America/Rio_Branco
Epitaciolândia,AC,-11.0188,-68.7341,68,America/Rio_Branco
Equador,RN,-6.93835,-36.717,84,America/Sao_Paulo
Erebango,RS,-27.8544,-52.3005,54,America/Sao_Paulo
Erechim,RS,-27.6364,-52.2697,54,America/Sao_Paulo
Ererê,CE,-6.02751,-38.3461,88,America/Sao_Paulo
Érico Cardoso,BA,-13.4215,-42.1352,77,America/Sao_Paulo
Ermo,SC,-28.9869,-49.643,48,America/Sao_Paulo
Ernestina,RS,-28.4977,-52.5836,54,America/Sao_Paulo
Erval Grande,RS,-27.3926,-52.574,54,America/Sao_Paulo
Erval Seco,RS,-27.5443,-53.5005,55,America/Sao_Paulo
Erval Velho,SC,-27.2743,-51.443,49,America/Sao_Paulo
Ervália,MG,-20.8403,-42.6544,32,America/Sao_Paulo
Escada,PE,-8.35672,-35.2241,81,America/Sao_Paulo
Esmeralda,RS,-28.0518,-51.1933,54,America/Sao_Paulo
Esmeraldas,MG,-19.764,-44.3065,31,America/Sao_Paulo
Espera Feliz,MG,-20.6508,-41.9119,32,America/Sao_Paulo
Esperança,PB,-7.02278,-35.8597,83,America/Sao_Paulo
Esperança do Sul,RS,-27.3603,-53.9891,55,America/Sao_Paulo
Esperança Nova,PR,-23.7238,-53.811,44,America/Sao_Paulo
Esperantina,TO,-5.36593,-48.5378,63,America/Sao_Paulo
Esperantina,PI,-3.88863,-42.2324,86,America/Sao_Paulo
Esperantinópolis,MA,-4.87938,-44.6926,99,America/Sao_Paulo
Espigão Alto do Iguaçu,PR,-25.4216,-52.8348,46,America/Sao_Paulo
Espigão D'Oeste,RO,-11.5266,-61.0252,69,America/Porto_Velho
Espinosa,MG,-14.9249,-42.809,38,America/Sao_Paulo
Espírito Santo,RN,-6.33563,-35.3052,84,America/Sao_Paulo
Espírito Santo do Dourado,MG,-22.0454,-45.9548,35,America/Sao_Paulo
Espírito Santo do Pinhal,SP,-22.1909,-46.7477,19,America/Sao_Paulo
Espírito Santo do Turvo,SP,-22.6925,-49.4341,14,America/Sao_Paulo
Esplanada,BA,-11.7942,-37.9432,75,America/Sao_Paulo
Espumoso,RS,-28.7286,-52.8461,54,America/Sao_Paulo
Estação,RS,-27.9135,-52.2635,54,America/Sao_Paulo
Estância,SE,-11.2659,-37.4484,79,America/Sao_Paulo
Estância Velha,RS,-29.6535,-51.1843,51,America/Sao_Paulo
Esteio,RS,-29.852,-51.1841,51,America/Sao_Paulo
Estiva,MG,-22.4577,-46.0191,35,America/Sao_Paulo
Estiva Gerbi,SP,-22.2713,-46.9481,19,America/Sao_Paulo
Estreito,MA,-6.56077,-47.4431,99,America/Sao_Paulo
Estrela,RS,-29.5002,-51.9495,51,America/Sao_Paulo
Estrela d'Oeste,SP,-20.2875,-50.4049,17,America/Sao_Paulo
Estrela Dalva,MG,-21.7412,-42.4574,32,America/Sao_Paulo
Estrela de Alagoas,AL,-9.39089,-36.7644,82,America/Sao_Paulo
Estrela do Indaiá,MG,-19.5169,-45.7859,37,America/Sao_Paulo
Estrela do Norte,GO,-13.8665,-49.0716,62,America/Sao_Paulo
Estrela do Norte,SP,-22.4859,-51.6632,18,America/Sao_Paulo
Estrela do Sul,MG,-18.7399,-47.6956,34,America/Sao_Paulo
Estrela Velha,RS,-29.1713,-53.1639,51,America/Sao_Paulo
Euclides da Cunha,BA,-10.5078,-39.0153,75,America/Sao_Paulo
Euclides da Cunha Paulista,SP,-22.5545,-52.5928,18,America/Sao_Paulo
Eugênio de Castro,RS,-28.5315,-54.1506,55,America/Sao_Paulo
Eugenópolis,MG,-21.1002,-42.1878,32,America/Sao_Paulo
Eunápolis,BA,-16.3715,-39.5821,73,America/Sao_Paulo
Eusébio,CE,-3.8925,-38.4559,85,America/Sao_Paulo
Ewbank da Câmara,MG,-21.5498,-43.5068,32,America/Sao_Paulo
Extrema,MG,-22.854,-46.3178,35,America/Sao_Paulo
Extremoz,RN,-5.70143,-35.3048,84,America/Sao_Paulo
Exu,PE,-7.50364,-39.7238,87,America/Sao_Paulo
Fagundes,PB,-7.34454,-35.7931,83,America/Sao_Paulo
Fagundes Varela,RS,-28.8794,-51.7014,54,America/Sao_Paulo
Faina,GO,-15.4473,-50.3622,62,America/Sao_Paulo
Fama,MG,-21.4089,-45.8286,35,America/Sao_Paulo
Faria Lemos,MG,-20.8097,-42.0213,32,America/Sao_Paulo
Farias Brito,CE,-6.92146,-39.5651,88,America/Sao_Paulo
Faro,PA,-2.16805,-56.7405,93,America/Sao_Paulo
Farol,PR,-24.0958,-52.6217,44,America/Sao_Paulo
Farroupilha,RS,-29.2227,-51.3419,54,America/Sao_Paulo
Fartura,SP,-23.3916,-49.5124,14,America/Sao_Paulo
Fartura do Piauí,PI,-9.48342,-42.7912,89,America/Sao_Paulo
Fátima,TO,-10.7603,-48.9076,63,America/Sao_Paulo
Fátima,BA,-10.616,-38.2239,75,America/Sao_Paulo
Fátima do Sul,MS,-22.3789,-54.5131,67,America/Porto_Velho
Faxinal,PR,-24.0077,-51.3227,43,America/Sao_Paulo
Faxinal do Soturno,RS,-29.5788,-53.4484,55,America/Sao_Paulo
Faxinal dos Guedes,SC,-26.8451,-52.2596,49,America/Sao_Paulo
Faxinalzinho,RS,-27.4238,-52.6789,54,America/Sao_Paulo
Fazenda Nova,GO,-16.1834,-50.7781,62,America/Sao_Paulo
Fazenda Rio Grande,PR,-25.6624,-49.3073,41,America/Sao_Paulo
Fazenda Vilanova,RS,-29.5885,-51.8217,51,America/Sao_Paulo
Feijó,AC,-8.17054,-70.351,68,America/Rio_Branco
Feira da Mata,BA,-14.2044,-44.2744,77,America/Sao_Paulo
Feira de Santana,BA,-12.2664,-38.9663,75,America/Sao_Paulo
Feira Grande,AL,-9.89859,-36.6815,82,America/Sao_Paulo
Feira Nova,PE,-7.94704,-35.3801,81,America/Sao_Paulo
Feira Nova,SE,-10.2616,-37.3147,79,America/Sao_Paulo
Feira Nova do Maranhão,MA,-6.96508,-46.6786,99,America/Sao_Paulo
Felício dos Santos,MG,-18.0755,-43.2422,38,America/Sao_Paulo
Felipe Guerra,RN,-5.59274,-37.6875,84,America/Sao_Paulo
Felisburgo,MG,-16.6348,-40.7605,33,America/Sao_Paulo
Felixlândia,MG,-18.7507,-44.9004,38,America/Sao_Paulo
Feliz,RS,-29.4527,-51.3032,51,America/Sao_Paulo
Feliz Deserto,AL,-10.2935,-36.3028,82,America/Sao_Paulo
Feliz Natal,MT,-12.385,-54.9227,66,America/Porto_Velho
Fênix,PR,-23.9135,-51.9805,44,America/Sao_Paulo
Fernandes Pinheiro,PR,-25.4107,-50.5456,42,America/Sao_Paulo
Fernandes Tourinho,MG,-19.1541,-42.0803,33,America/Sao_Paulo
Fernando de Noronha,PE,-3.8396,-32.4107,81,America/Noronha
Fernando Falcão,MA,-6.16207,-44.8979,99,America/Sao_Paulo
Fernando Pedroza,RN,-5.69096,-36.5282,84,America/Sao_Paulo
Fernando Prestes,SP,-21.2661,-48.6874,16,America/Sao_Paulo
Fernandópolis,SP,-20.2806,-50.2471,17,America/Sao_Paulo
Fernão,SP,-22.3607,-49.5187,14,America/Sao_Paulo
Ferraz de Vasconcelos,SP,-23.5411,-46.371,11,America/Sao_Paulo
Ferreira Gomes,AP,0.857256,-51.1795,96,America/Sao_Paulo
Ferreiros,PE,-7.44666,-35.2373,81,America/Sao_Paulo
Ferros,MG,-19.2343,-43.0192,31,America/Sao_Paulo
Fervedouro,MG,-20.726,-42.279,32,America/Sao_Paulo
Figueira,PR,-23.8455,-50.4031,43,America/Sao_Paulo
Figueirão,MS,-18.6782,-53.638,67,America/Porto_Velho
Figueirópolis,TO,-12.1312,-49.1748,63,America/Sao_Paulo
Figueirópolis D'Oeste,MT,-15.4439,-58.7391,65,America/Porto_Velho
Filadélfia,TO,-7.33501,-47.4954,63,America/Sao_Paulo
Filadélfia,BA,-10.7405,-40.1437,74,America/Sao_Paulo
Firmino Alves,BA,-14.9823,-39.9269,73,America/Sao_Paulo
Firminópolis,GO,-16.5778,-50.304,64,America/Sao_Paulo
Flexeiras,AL,-9.27281,-35.7139,82,America/Sao_Paulo
Flor da Serra do Sul,PR,-26.2523,-53.3092,46,America/Sao_Paulo
Flor do Sertão,SC,-26.7811,-53.3505,49,America/Sao_Paulo
Flora Rica,SP,-21.6727,-51.3821,18,America/Sao_Paulo
Floraí,PR,-23.3178,-52.3029,44,America/Sao_Paulo
Florânia,RN,-6.12264,-36.8226,84,America/Sao_Paulo
Floreal,SP,-20.6752,-50.1513,17,America/Sao_Paulo
Flores,PE,-7.85842,-37.9715,87,America/Sao_Paulo
Flores da Cunha,RS,-29.0261,-51.1875,54,America/Sao_Paulo
Flores de Goiás,GO,-14.4451,-47.0417,62,America/Sao_Paulo
Flores do Piauí,PI,-7.78793,-42.918,89,America/Sao_Paulo
Floresta,PR,-23.6031,-52.0807,44,America/Sao_Paulo
Floresta,PE,-8.60307,-38.5687,87,America/Sao_Paulo
Floresta Azul,BA,-14.8629,-39.6579,73,America/Sao_Paulo
Floresta do Araguaia,PA,-7.55335,-49.7125,94,America/Sao_Paulo
Floresta do Piauí,PI,-7.46682,-41.7883,89,America/Sao_Paulo
Florestal,MG,-19.888,-44.4318,31,America/Sao_Paulo
Florestópolis,PR,-22.8623,-51.3882,43,America/Sao_Paulo
Floriano,PI,-6.77182,-43.0241,89,America/Sao_Paulo
Floriano Peixoto,RS,-27.8614,-52.0838,54,America/Sao_Paulo
Florianópolis,SC,-27.5945,-48.5477,48,America/Sao_Paulo
Flórida,PR,-23.0847,-51.9546,44,America/Sao_Paulo
Flórida Paulista,SP,-21.6127,-51.1724,18,America/Sao_Paulo
Florínia,SP,-22.868,-50.6814,18,America/Sao_Paulo
Fonte Boa,AM,-2.52342,-66.0942,97,America/Porto_Velho
Fontoura Xavier,RS,-28.9817,-52.3445,54,America/Sao_Paulo
Formiga,MG,-20.4618,-45.4268,37,America/Sao_Paulo
Formigueiro,RS,-30.0035,-53.4959,55,America/Sao_Paulo
Formosa,GO,-15.54,-47.337,61,America/Sao_Paulo
Formosa da Serra Negra,MA,-6.44017,-46.1916,99,America/Sao_Paulo
Formosa do Oeste,PR,-24.2951,-53.3114,44,America/Sao_Paulo
Formosa do Rio Preto,BA,-11.0328,-45.193,77,America/Sao_Paulo
Formosa do Sul,SC,-26.6453,-52.7946,49,America/Sao_Paulo
Formoso,GO,-13.6499,-48.8775,62,America/Sao_Paulo
Formoso,MG,-14.9446,-46.2371,38,America/Sao_Paulo
Formoso do Araguaia,TO,-11.7976,-49.5316,63,America/Sao_Paulo
Forquetinha,RS,-29.3828,-52.0981,51,America/Sao_Paulo
Forquilha,CE,-3.79945,-40.2634,88,America/Sao_Paulo
Forquilhinha,SC,-28.7454,-49.4785,48,America/Sao_Paulo
Fortaleza,CE,-3.71664,-38.5423,85,America/Sao_Paulo
Fortaleza de Minas,MG,-20.8508,-46.712,35,America/Sao_Paulo
Fortaleza do Tabocão,TO,-9.05611,-48.5206,63,America/Sao_Paulo
Fortaleza dos Nogueiras,MA,-6.95983,-46.1749,99,America/Sao_Paulo
Fortaleza dos Valos,RS,-28.7986,-53.2249,55,America/Sao_Paulo
Fortim,CE,-4.45126,-37.7981,88,America/Sao_Paulo
Fortuna,MA,-5.72792,-44.1565,99,America/Sao_Paulo
Fortuna de Minas,MG,-19.5578,-44.4472,31,America/Sao_Paulo
Foz do Iguaçu,PR,-25.5427,-54.5827,45,America/Sao_Paulo
Foz do Jordão,PR,-25.7371,-52.1188,42,America/Sao_Paulo
Fraiburgo,SC,-27.0233,-50.92,49,America/Sao_Paulo
Franca,SP,-20.5352,-47.4039,16,America/Sao_Paulo
